addr	name	size	callers	callees
71000e78f0	FUN_71000e78f0	1348	1	1
71000e7e50	FUN_71000e7e50	76	1	2
71000e7eb0	FUN_71000e7eb0	76	1	2
71000e7f00	~stringstream	128	0	4
71000e7f80	~stringstream	136	0	4
71000e8010	~stringstream	136	0	4
71000e80a0	~stringstream	136	0	4
71000e8130	~stringstream	144	0	4
71000e81c0	~stringbuf	52	0	2
71000e8200	~stringbuf	60	0	2
71000e8240	seekoff	340	0	0
71000e83c0	underflow	88	0	0
71000e8420	pbackfail	124	0	0
71000e84a0	overflow	368	0	2
71000e8620	FUN_71000e8620	164	2	4
71000e86e0	FUN_71000e86e0	288	1	1
71000e8800	__tree_balance_after_insert<std::__tree_node_base<void*>*>	412	2	0
71000e89a0	FUN_71000e89a0	184	3	5
71000e8a90	FUN_71000e8a90	288	1	1
71000e8bb0	str	348	1	2
71000e8d10	ResourceManager_static_init	96	0	1
71000e8d70	Shader_Use	40	4	0
71000e8da0	Shader_Compile	656	1	2
71000e9090	Shader_CheckCompileErrors	620	1	8
71000e9320	Shader_SetFloat	124	2	0
71000e93a0	Shader_SetInteger	116	1	0
71000e9420	Shader_SetVector4f	144	1	0
71000e94b0	Shader_SetMatrix4	144	2	0
71000e9540	SpriteRenderer_initRenderData	320	2	0
71000e9680	SpriteRenderer_DrawSprite	756	8	4
71000e9980	App_ctor	24	1	0
71000e99a0	App_Init	516	1	17
71000e9bb0	App_Run	1276	1	29
71000ea0b0	FUN_71000ea0b0	692	1	11
71000ea3e0	App_UpdateInput	4916	1	27
71000eb800	FUN_71000eb800	288	1	14
71000eb920	FUN_71000eb920	64	3	0
71000eb960	FUN_71000eb960	240	2	0
71000eba50	Texture2D_Generate	276	3	0
71000ebb70	Texture2D_Bind	24	1	0
71000ebc90	FUN_71000ebc90	832	5	4
71000ebfd0	FUN_71000ebfd0	588	1	1
71000ec7f0	FUN_71000ec7f0	108	0	0
71000ec860	FUN_71000ec860	296	4	0
71000ecaf0	FUN_71000ecaf0	204	1	2
71000ecbc0	FUN_71000ecbc0	204	1	2
71000ed2b0	FUN_71000ed2b0	404	3	6
71000ed640	FUN_71000ed640	352	0	4
71000ed870	FUN_71000ed870	24	0	2
71000edbf0	FUN_71000edbf0	24	0	2
71000edf90	FUN_71000edf90	24	0	2
71000ee2f0	FUN_71000ee2f0	8	1	1
71000ee4a0	FUN_71000ee4a0	172	1	3
71000ee670	FUN_71000ee670	76	1	2
71000ef220	FUN_71000ef220	112	0	0
71000ef290	FUN_71000ef290	316	1	0
71000ef3d0	FUN_71000ef3d0	108	0	2
71000ef440	FUN_71000ef440	108	0	2
71000ef4b0	FUN_71000ef4b0	108	0	2
71000ef540	FUN_71000ef540	524	1	6
71000ef7a0	FUN_71000ef7a0	108	0	2
71000ef810	FUN_71000ef810	24	0	2
71000ef830	FUN_71000ef830	380	3	0
71000ef9b0	FUN_71000ef9b0	240	1	7
71000efaa0	FUN_71000efaa0	444	1	11
71000efd20	FUN_71000efd20	192	5	2
71000efe00	FUN_71000efe00	24	0	2
71000eff00	FUN_71000eff00	88	0	1
71000eff60	FUN_71000eff60	84	0	2
71000effc0	FUN_71000effc0	108	0	2
71000f0290	FUN_71000f0290	108	0	2
71000f0340	FUN_71000f0340	108	0	2
71000f0620	FUN_71000f0620	108	0	2
71000f0910	FUN_71000f0910	1304	1	7
71000f0e30	FUN_71000f0e30	70960	1	1
7100102360	FUN_7100102360	12	1	1
7100102370	FUN_7100102370	216	1	0
7100102450	FUN_7100102450	184	1	2
7100102510	FUN_7100102510	760	1	11
7100102810	FUN_7100102810	96	0	2
7100102870	FUN_7100102870	228	1	7
7100102960	FUN_7100102960	636	1	13
7100102be0	FUN_7100102be0	156	1	5
7100102c80	FUN_7100102c80	1640	1	27
71001032f0	FUN_71001032f0	1452	1	18
71001038a0	FUN_71001038a0	864	1	1
7100103c00	FUN_7100103c00	224	1	4
7100103ce0	FUN_7100103ce0	280	1	8
7100103f70	FUN_7100103f70	16	2	1
7100103f80	__push_back_slow_path<movie::Buffer_const&>	304	2	6
71001040b0	FUN_71001040b0	304	1	6
71001041e0	FUN_71001041e0	132	1	0
7100104270	FUN_7100104270	4	1	0
7100104280	FUN_7100104280	28	1	0
71001042a0	FUN_71001042a0	1132	1	14
7100104710	FUN_7100104710	168	1	2
71001047c0	FUN_71001047c0	48	1	0
71001047f0	FUN_71001047f0	64	1	1
7100104830	FUN_7100104830	140	1	3
71001048c0	FUN_71001048c0	80	1	2
7100104910	FUN_7100104910	60	1	1
7100104950	FUN_7100104950	196	1	2
7100104bc0	FUN_7100104bc0	56	1	1
7100104c00	FUN_7100104c00	44	2	2
7100104c30	FUN_7100104c30	180	2	3
7100104cf0	FUN_7100104cf0	204	1	3
7100104dc0	FUN_7100104dc0	132	11	3
7100104e50	FUN_7100104e50	296	2	5
7100104f80	FUN_7100104f80	152	3	2
7100105020	FUN_7100105020	100	1	1
71001050b0	FUN_71001050b0	176	1	3
7100105160	FUN_7100105160	92	1	3
71001051c0	FUN_71001051c0	344	1	12
7100105320	FUN_7100105320	352	1	7
7100105480	FUN_7100105480	148	0	2
7100105520	FUN_7100105520	104	1	4
7100105590	FUN_7100105590	20	1	0
71001055b0	FUN_71001055b0	244	1	5
71001056b0	FUN_71001056b0	860	1	14
7100105a10	FUN_7100105a10	320	1	3
7100105b50	FUN_7100105b50	288	1	7
7100105c70	FUN_7100105c70	200	1	3
7100105d40	FUN_7100105d40	4	1	0
7100105f20	FUN_7100105f20	8	1	1
7100105f30	FUN_7100105f30	64	1	0
7100105f70	FUN_7100105f70	56	1	0
7100105fb0	FUN_7100105fb0	80	1	1
7100106000	FUN_7100106000	240	1	1
71001060f0	FUN_71001060f0	700	1	3
71001063b0	FUN_71001063b0	384	1	0
7100106530	FUN_7100106530	56	1	0
7100106570	FUN_7100106570	76	1	0
71001065c0	FUN_71001065c0	56	1	0
7100106600	FUN_7100106600	56	1	0
7100106640	FUN_7100106640	180	1	1
7100106700	FUN_7100106700	440	1	1
71001068c0	FUN_71001068c0	4	1	0
71001068d0	FUN_71001068d0	472	1	1
7100106ab0	FUN_7100106ab0	88	1	0
7100106b10	FUN_7100106b10	32	1	0
7100106b30	FUN_7100106b30	32	1	0
7100106b50	FUN_7100106b50	3308	1	15
7100107840	FUN_7100107840	1480	1	6
7100107e10	FUN_7100107e10	1112	1	0
7100108270	FUN_7100108270	4256	2	2
7100109310	FUN_7100109310	24	1	0
7100109380	FUN_7100109380	14476	1	0
710010cc10	FUN_710010cc10	16	1	0
710010ccf0	FUN_710010ccf0	108	1	0
710010cd60	FUN_710010cd60	160	4	0
710010ce00	FUN_710010ce00	2544	1	19
710010d7f0	FUN_710010d7f0	16	1	1
710010d800	FUN_710010d800	76	1	2
710010db60	FUN_710010db60	180	4	0
710010dc20	FUN_710010dc20	40	0	1
710010dc60	FUN_710010dc60	40	2	0
710010dc90	FUN_710010dc90	984	0	0
710010e080	FUN_710010e080	48	1	1
710010e0f0	InitializeDebugPad	4	1	0
710010e120	FUN_710010e120	24	5	0
710010e140	FUN_710010e140	4	0	0
710010e160	FUN_710010e160	80	1	2
710010e470	FUN_710010e470	184	1	2
710010e5c0	FUN_710010e5c0	76	1	3
710010e980	FUN_710010e980	132	0	0
710010ea80	FUN_710010ea80	568	1	6
710010edc0	FUN_710010edc0	816	0	1
710010f0f0	FUN_710010f0f0	628	0	2
710010f370	FUN_710010f370	488	1	5
710010f590	FUN_710010f590	16	1	1
710010f5a0	FUN_710010f5a0	48	1	1
710010f610	InitializeKeyboard	4	1	0
710010f640	FUN_710010f640	60	1	1
710010f710	InitializeMouse	4	1	0
710010f910	FUN_710010f910	12	2	0
710010f920	FUN_710010f920	12	2	0
710010f940	FUN_710010f940	128	1	5
710010fb40	FUN_710010fb40	1180	0	8
710010fff0	FUN_710010fff0	16	1	1
7100110000	FUN_7100110000	336	1	5
7100110150	FUN_7100110150	60	1	1
7100110220	InitializeTouchScreen	4	1	0
7100110430	FUN_7100110430	12	2	0
7100110440	FUN_7100110440	12	2	0
7100110480	__nnmusl_init_dso	13	0	1
7100110490	fopen	13	10	1
71001104a0	fwrite	13	4	1
71001104b0	fclose	13	12	1
71001104c0	fseek	13	6	1
71001104d0	ftell	13	3	1
71001104e0	fread	13	6	1
71001104f0	memalign	13	3	1
7100110500	memset	13	42	1
7100110510	memcpy	13	44	1
7100110520	strlen	13	10	1
7100110530	strrchr	13	1	1
7100110540	strcasecmp	13	1	1
7100110550	exp2	13	1	1
7100110560	InitializeAudioOutParameter	13	3	1
7100110570	OpenDefaultAudioOut	13	2	1
7100110580	GetAudioOutChannelCount	13	3	1
7100110590	GetAudioOutSampleFormat	13	3	1
71001105a0	StartAudioOut	13	3	1
71001105b0	SetAudioOutBufferInfo	13	4	1
71001105c0	AppendAudioOutBuffer	13	4	1
71001105d0	WaitSystemEvent	13	3	1
71001105e0	GetReleasedAudioOutBuffer	13	3	1
71001105f0	GetAudioOutBufferDataPointer	13	3	1
7100110600	memmove	13	11	1
7100110610	StopAudioOut	13	3	1
7100110620	CloseAudioOut	13	3	1
7100110630	DestroySystemEvent	13	1	1
7100110640	AbortImpl	13	6	1
7100110650	CreateThread	13	2	1
7100110660	sprintf	13	6	1
7100110670	StartThread	13	6	1
7100110680	WaitThread	13	5	1
7100110690	DestroyThread	13	6	1
71001106a0	rewind	13	1	1
71001106b0	SetAudioOutVolume	13	1	1
71001106c0	assign	13	2	1
71001106d0	to_string	13	6	1
71001106e0	append	13	5	1
71001106f0	append	13	3	1
7100110700	string	13	17	1
7100110710	CreateDirectory	13	2	1
7100110720	Commit	13	2	1
7100110730	OpenFile	13	6	1
7100110740	ReadFile	13	2	1
7100110750	operator=	13	8	1
7100110760	CloseFile	13	7	1
7100110770	_Unwind_Resume	13	14	1
7100110780	log	13	2	1
7100110790	pow	13	1	1
71001107a0	cos	13	1	1
71001107b0	string	13	3	1
71001107c0	compare	13	3	1
71001107d0	tellg	13	1	1
71001107e0	seekg	13	1	1
71001107f0	read	13	1	1
7100110800	clear	13	5	1
7100110810	snprintf	13	3	1
7100110820	memcmp	13	4	1
7100110830	~istream	13	2	1
7100110840	~ios	13	8	1
7100110850	__throw_length_error	13	6	1
7100110860	init	13	4	1
7100110870	write	13	0	1
7100110880	~ostream	13	0	1
7100110890	~streambuf	13	10	1
71001108a0	__cxa_begin_catch	13	0	1
71001108b0	__cxa_end_catch	13	0	1
71001108c0	terminate	13	0	1
71001108d0	use_facet	13	3	1
71001108e0	fseeko	13	1	1
71001108f0	ftello	13	0	1
7100110900	fflush	13	1	1
7100110910	__cxa_allocate_exception	13	4	1
7100110920	bad_cast	13	1	1
7100110930	__cxa_throw	13	4	1
7100110940	streambuf	13	2	1
7100110950	locale	13	1	1
7100110960	has_facet	13	1	1
7100110970	~locale	13	3	1
7100110980	sentry	13	1	1
7100110990	getloc	13	2	1
71001109a0	~sentry	13	1	1
71001109b0	__set_badbit_and_consider_rethrow	13	0	1
71001109c0	time	13	3	1
71001109d0	GetEntryType	13	1	1
71001109e0	CreateFile	13	1	1
71001109f0	GetCurrentTime	13	1	1
7100110a00	ToCalendarTime	13	1	1
7100110a10	WriteFile	13	1	1
7100110a20	printf	13	1	1
7100110a30	GetH264NalUnitStartPositionAndNalSize	13	0	1
7100110a40	insert	13	1	1
7100110a50	Initialize	13	2	1
7100110a60	OpenDefaultDisplay	13	2	1
7100110a70	CreateLayer	13	2	1
7100110a80	GetNativeWindow	13	2	1
7100110a90	eglGetDisplay	13	1	1
7100110aa0	eglInitialize	13	1	1
7100110ab0	eglChooseConfig	13	1	1
7100110ac0	eglCreateWindowSurface	13	1	1
7100110ad0	eglBindAPI	13	1	1
7100110ae0	eglCreateContext	13	1	1
7100110af0	eglMakeCurrent	13	1	1
7100110b00	eglSwapInterval	13	1	1
7100110b10	eglSwapBuffers	13	1	1
7100110b20	AllocateFromExpHeap	13	0	1
7100110b30	FreeToExpHeap	13	0	1
7100110b40	Allocate	13	7	1
7100110b50	GetCurrentThread	13	2	1
7100110b60	GetThreadNamePointer	13	2	1
7100110b70	__cxa_guard_acquire	13	13	1
7100110b80	StandardAllocator	13	4	1
7100110b90	__cxa_guard_release	13	13	1
7100110ba0	Free	13	7	1
7100110bb0	Reallocate	13	1	1
7100110bc0	__cxa_guard_abort	13	1	1
7100110bd0	__cxa_call_unexpected	13	0	1
7100110be0	CreateExpHeap	13	1	1
7100110bf0	SetAllocator	13	1	1
7100110c00	SetAllocator	13	1	1
7100110c10	InitializeGraphics	13	1	1
7100110c20	SetGraphicsAllocator	13	1	1
7100110c30	SetGraphicsDevtoolsAllocator	13	1	1
7100110c40	memchr	13	1	1
7100110c50	InitializeMutex	13	5	1
7100110c60	FinalizeGraphics	13	1	1
7100110c70	~MediaData	13	5	1
7100110c80	SleepThread	13	3	1
7100110c90	TimedWaitEvent	13	1	1
7100110ca0	ClearEvent	13	1	1
7100110cb0	GetProgramTotalActiveTime	13	5	1
7100110cc0	SetCoreMask	13	1	1
7100110cd0	InitializeEvent	13	1	1
7100110ce0	InitializeMultiWaitHolder	13	1	1
7100110cf0	InitializeMultiWait	13	1	1
7100110d00	InitializeMessageQueue	13	1	1
7100110d10	Extractor	13	1	1
7100110d20	MediaData	13	2	1
7100110d30	GetThreadPriority	13	1	1
7100110d40	Decoder	13	1	1
7100110d50	FindInt32	13	2	1
7100110d60	Visit	13	1	1
7100110d70	FindString	13	1	1
7100110d80	strncasecmp	13	1	1
7100110d90	MediaData	13	2	1
7100110da0	Clear	13	2	1
7100110db0	~Visitor	13	1	1
7100110dc0	SendMessageQueue	13	1	1
7100110dd0	SignalEvent	13	3	1
7100110de0	FinalizeEvent	13	1	1
7100110df0	FinalizeMultiWaitHolder	13	1	1
7100110e00	FinalizeMultiWait	13	1	1
7100110e10	FinalizeMutex	13	3	1
7100110e20	FinalizeMessageQueue	13	1	1
7100110e30	CreateThread	13	6	1
7100110e40	SetThreadName	13	5	1
7100110e50	ReceiveMessageQueue	13	0	1
7100110e60	LinkMultiWaitHolder	13	0	1
7100110e70	WaitAny	13	0	1
7100110e80	UnlinkMultiWaitHolder	13	0	1
7100110e90	Buffer	13	1	1
7100110ea0	Base	13	2	1
7100110eb0	Capacity	13	2	1
7100110ec0	~Buffer	13	10	1
7100110ed0	SetRange	13	4	1
7100110ee0	Size	13	2	1
7100110ef0	Offset	13	1	1
7100110f00	LockMutex	13	14	1
7100110f10	UnlockMutex	13	14	1
7100110f20	Finalize	13	2	1
7100110f30	__cxa_free_exception	13	3	1
7100110f40	logic_error	13	3	1
7100110f50	__throw_length_error	13	10	1
7100110f60	GetFileSize	13	1	1
7100110f70	NotNullImpl	13	2	1
7100110f80	ReadFile	13	1	1
7100110f90	AcquireVoiceSlot	13	2	1
7100110fa0	SetVoicePlayState	13	2	1
7100110fb0	AppendWaveBuffer	13	2	1
7100110fc0	Initialize	13	2	1
7100110fd0	InitializeAudioRendererParameter	13	1	1
7100110fe0	IsValidAudioRendererParameter	13	1	1
7100110ff0	GetAudioRendererWorkBufferSize	13	1	1
7100111000	OpenAudioRenderer	13	1	1
7100111010	GetAudioRendererConfigWorkBufferSize	13	1	1
7100111020	InitializeAudioRendererConfig	13	1	1
7100111030	AcquireFinalMix	13	1	1
7100111040	AddDeviceSink	13	1	1
7100111050	RequestUpdateAudioRenderer	13	1	1
7100111060	StartAudioRenderer	13	1	1
7100111070	AcquireMemoryPool	13	1	1
7100111080	RequestAttachMemoryPool	13	1	1
7100111090	SetVoiceDestination	13	1	1
71001110a0	SetVoiceMixVolume	13	1	1
71001110b0	AcquireAudioDeviceNotificationForOutput	13	1	1
71001110c0	ListAudioDeviceName	13	1	1
71001110d0	SetDownMixParameter	13	1	1
71001110e0	SetDownMixParameterEnabled	13	1	1
71001110f0	GetReleasedWaveBuffer	13	1	1
7100111100	GetVoiceMixVolume	13	1	1
7100111110	StandardAllocator	13	1	1
7100111120	InitializeNpad	13	2	1
7100111130	SetDefault	13	1	1
7100111140	SetSupportedNpadStyleSet	13	2	1
7100111150	SetSupportedNpadIdType	13	2	1
7100111160	ShowControllerSupport	13	1	1
7100111170	GetNpadStyleSet	13	1	1
7100111180	GetNpadState	13	1	1
7100111190	GetNpadState	13	1	1
71001111a0	GetNpadState	13	1	1
71001111b0	Initialize	13	1	1
71001111c0	TryOpenPreselectedUser	13	1	1
71001111d0	Initialize	13	1	1
71001111e0	GetUserId	13	1	1
71001111f0	EnsureSaveData	13	1	1
7100111200	MountSaveData	13	1	1
7100111210	srand	13	1	1
7100111220	QueryMountRomCacheSize	13	1	1
7100111230	MountRom	13	1	1
7100111240	CloseUser	13	1	1
7100111250	AbortImpl	13	2	1
7100111260	eglGetProcAddress	13	8	1
7100111270	fprintf	13	1	1
7100111280	operator<<	13	1	1
7100111290	~iostream	13	7	1
71001112a0	__cxa_get_exception_ptr	13	0	1
71001112b0	put	13	1	1
71001112c0	flush	13	1	1
71001112d0	~exception	13	0	1
71001112e0	feof	13	0	1
71001112f0	powf	13	1	1
7100111300	strtol	13	2	1
7100111310	strncmp	13	5	1
7100111320	ldexpf	13	1	1
7100111330	push_back	13	1	1
7100111340	resize	13	1	1
7100111350	EnterExitRequestHandlingSection	13	1	1
7100111360	TryPopNotificationMessage	13	1	1
7100111370	LeaveExitRequestHandlingSection	13	1	1
7100111380	ClockSnapshot	13	1	1
7100111390	CreateWithStandardSystemClock	13	1	1
71001113a0	CalculateSpanBetween	13	1	1
71001113b0	OfflineHtmlPageReturnValue	13	1	1
71001113c0	ShowOfflineHtmlPageArg	13	1	1
71001113d0	SetBackgroundKind	13	1	1
71001113e0	SetFooterEnabled	13	1	1
71001113f0	SetPointerEnabled	13	1	1
7100111400	SetBootLoadingIconEnabled	13	1	1
7100111410	SetJsExtensionEnabled	13	1	1
7100111420	SetWebAudioEnabled	13	1	1
7100111430	SetTouchEnabledOnContents	13	1	1
7100111440	ShowOfflineHtmlPage	13	1	1
7100111450	GetOfflineExitReason	13	1	1
7100111460	isalpha	13	0	1
7100111470	isspace	13	3	1
7100111480	strchr	13	2	1
7100111490	vsnprintf	13	1	1
71001114a0	sscanf	13	1	1
71001114b0	fgetc	13	1	1
71001114c0	ferror	13	1	1
71001114d0	strcmp	13	1	1
71001114e0	ReferSymbol	13	1	1
71001114f0	Buffer	13	6	1
7100111500	Buffer	13	1	1
7100111510	Buffer	13	2	1
7100111520	GetUint32Data	13	2	1
7100111530	GetInt64Data	13	2	1
7100111540	SetInt64Data	13	2	1
7100111550	SetInt32Data	13	2	1
7100111560	SetUint32Data	13	2	1
7100111570	operator=	13	2	1
7100111580	abort	13	4	1
7100111590	OpenDefaultAudioOut	13	1	1
71001115a0	GetSampleByteSize	13	2	1
71001115b0	GetAudioOutSampleRate	13	1	1
71001115c0	GetRequiredBufferSizeForResampler	13	1	1
71001115d0	InitializeResampler	13	1	1
71001115e0	GetResamplerOutputSampleCount	13	1	1
71001115f0	ProcessResamplerBuffer	13	2	1
7100111600	GetAudioOutBufferDataSize	13	1	1
7100111610	GetSystemTick	13	2	1
7100111620	ConvertToTimeSpan	13	1	1
7100111630	SetDataAndCapacity	13	1	1
7100111640	SetNvnDev	13	1	1
7100111650	SetNvnSync	13	1	1
7100111660	nvnBootstrapLoader	13	1	1
7100111670	glslcSetAllocator	13	1	1
7100111680	glslcInitialize	13	1	1
7100111690	glslcCompile	13	1	1
71001116a0	glslcFinalize	13	1	1
71001116b0	DestroyLayer	13	1	1
71001116c0	CloseDisplay	13	1	1
71001116d0	Finalize	13	1	1
71001116e0	InitializeDebugPad	13	0	1
71001116f0	GetDebugPadState	13	0	1
7100111700	InitializeKeyboard	13	0	1
7100111710	GetKeyboardState	13	0	1
7100111720	InitializeMouse	13	0	1
7100111730	GetMouseStates	13	0	1
7100111740	InitializeTouchScreen	13	0	1
7100111750	GetTouchScreenStates<16ul>	13	0	1
712cbb5000	__nnmusl_init_dso	1	1	0
712cbba000	exp2	1	1	0
712cbbb000	fclose	1	1	0
712cbbc000	fopen	1	1	0
712cbbd000	fread	1	1	0
712cbbe000	fseek	1	1	0
712cbbf000	ftell	1	1	0
712cbc0000	fwrite	1	1	0
712cbc1000	memalign	1	1	0
712cbc2000	memcmp	1	1	0
712cbc3000	memcpy	1	1	0
712cbc4000	memset	1	1	0
712cbc5000	strcasecmp	1	1	0
712cbc6000	strlen	1	1	0
712cbc7000	strrchr	1	1	0
712cbc8000	WaitThread	1	1	0
712cbc9000	SignalEvent	1	1	0
712cbca000	StartThread	1	1	0
712cbcb000	CreateThread	1	1	0
712cbcc000	DestroyThread	1	1	0
712cbcd000	WaitSystemEvent	1	1	0
712cbce000	DestroySystemEvent	1	1	0
712cbcf000	AbortImpl	1	1	0
712cbd0000	StopAudioOut	1	1	0
712cbd1000	CloseAudioOut	1	1	0
712cbd2000	StartAudioOut	1	1	0
712cbd3000	OpenDefaultAudioOut	1	1	0
712cbd4000	AppendAudioOutBuffer	1	1	0
712cbd5000	SetAudioOutBufferInfo	1	1	0
712cbd6000	GetAudioOutChannelCount	1	1	0
712cbd7000	GetAudioOutSampleFormat	1	1	0
712cbd8000	GetReleasedAudioOutBuffer	1	1	0
712cbd9000	InitializeAudioOutParameter	1	1	0
712cbda000	GetAudioOutBufferDataPointer	1	1	0
712cbdb000	memmove	1	1	0
712cbdc000	sprintf	1	1	0
712cbdd000	rewind	1	1	0
712cbde000	Allocate	1	1	0
712cbdf000	Finalize	1	1	0
712cbe0000	StandardAllocator	1	1	0
712cbe1000	__gxx_personality_v0	1	0	0
712cbe2000	_Unwind_Resume	1	1	0
712cbe3000	CreateDirectory	1	1	0
712cbe4000	Commit	1	1	0
712cbe5000	OpenFile	1	1	0
712cbe6000	ReadFile	1	1	0
712cbe7000	CloseFile	1	1	0
712cbe8000	SetAudioOutVolume	1	1	0
712cbe9000	append	1	1	0
712cbea000	append	1	1	0
712cbeb000	assign	1	1	0
712cbec000	string	1	1	0
712cbed000	operator=	1	1	0
712cbee000	to_string	1	1	0
712cbef000	cos	1	1	0
712cbf0000	log	1	1	0
712cbf1000	pow	1	1	0
712cbf2000	__cxa_pure_virtual	1	0	0
712cbf3000	compare	1	1	0
712cbf4000	__throw_length_error	1	1	0
712cbf5000	has_facet	1	1	0
712cbf6000	use_facet	1	1	0
712cbf7000	getloc	1	1	0
712cbf8000	string	1	1	0
712cbf9000	read	1	1	0
712cbfa000	seekg	1	1	0
712cbfb000	tellg	1	1	0
712cbfc000	~istream	1	0	0
712cbfd000	~istream	1	0	0
712cbfe000	~istream	1	1	0
712cbff000	write	1	1	0
712cc00000	sentry	1	1	0
712cc01000	~sentry	1	1	0
712cc02000	~ostream	1	0	0
712cc03000	~ostream	1	0	0
712cc04000	~ostream	1	1	0
712cc05000	uflow	1	0	0
712cc06000	xsgetn	1	0	0
712cc07000	xsputn	1	0	0
712cc08000	showmanyc	1	0	0
712cc09000	streambuf	1	1	0
712cc0a000	~streambuf	1	1	0
712cc0d000	locale	1	1	0
712cc0e000	~locale	1	1	0
712cc10000	__set_badbit_and_consider_rethrow	1	1	0
712cc11000	init	1	1	0
712cc12000	clear	1	1	0
712cc13000	~ios	1	1	0
712cc14000	bad_cast	1	1	0
712cc15000	~bad_cast	1	0	0
712cc16000	terminate	1	1	0
712cc19000	~istream	1	0	0
712cc1a000	~istream	1	0	0
712cc1b000	~ostream	1	0	0
712cc1c000	~ostream	1	0	0
712cc1d000	__cxa_allocate_exception	1	1	0
712cc1e000	__cxa_begin_catch	1	1	0
712cc1f000	__cxa_end_catch	1	1	0
712cc20000	__cxa_throw	1	1	0
712cc21000	fflush	1	1	0
712cc22000	fseeko	1	1	0
712cc23000	ftello	1	1	0
712cc24000	snprintf	1	1	0
712cc25000	time	1	1	0
712cc26000	CreateFile	1	1	0
712cc27000	GetEntryType	1	1	0
712cc28000	WriteFile	1	1	0
712cc29000	ToCalendarTime	1	1	0
712cc2a000	GetCurrentTime	1	1	0
712cc2b000	logic_error	1	1	0
712cc2c000	~length_error	1	0	0
712cc2e000	__cxa_free_exception	1	1	0
712cc2f000	printf	1	1	0
712cc30000	Initialize	1	1	0
712cc31000	AcquireMemoryPool	1	1	0
712cc32000	OpenAudioRenderer	1	1	0
712cc33000	StartAudioRenderer	1	1	0
712cc34000	RequestAttachMemoryPool	1	1	0
712cc35000	RequestUpdateAudioRenderer	1	1	0
712cc36000	InitializeAudioRendererConfig	1	1	0
712cc37000	IsValidAudioRendererParameter	1	1	0
712cc38000	GetAudioRendererWorkBufferSize	1	1	0
712cc39000	InitializeAudioRendererParameter	1	1	0
712cc3a000	GetAudioRendererConfigWorkBufferSize	1	1	0
712cc3b000	GetH264NalUnitStartPositionAndNalSize	1	1	0
712cc3c000	GetSystemTick	1	1	0
712cc3d000	insert	1	1	0
712cc3e000	Initialize	1	1	0
712cc3f000	CreateLayer	1	1	0
712cc40000	CloseDisplay	1	1	0
712cc41000	DestroyLayer	1	1	0
712cc42000	GetNativeWindow	1	1	0
712cc43000	OpenDefaultDisplay	1	1	0
712cc44000	Finalize	1	1	0
712cc45000	FinalizeGraphics	1	1	0
712cc46000	eglBindAPI	1	1	0
712cc47000	eglChooseConfig	1	1	0
712cc48000	eglCreateContext	1	1	0
712cc49000	eglCreateWindowSurface	1	1	0
712cc4a000	eglGetDisplay	1	1	0
712cc4b000	eglInitialize	1	1	0
712cc4c000	eglMakeCurrent	1	1	0
712cc4d000	eglSwapBuffers	1	1	0
712cc4e000	eglSwapInterval	1	1	0
712cc4f000	SetAllocator	1	1	0
712cc50000	GetProgramTotalActiveTime	1	1	0
712cc51000	ClearEvent	1	1	0
712cc52000	SleepThread	1	1	0
712cc53000	UnlockMutex	1	1	0
712cc54000	CreateThread	1	1	0
712cc55000	FinalizeEvent	1	1	0
712cc56000	FinalizeMutex	1	1	0
712cc57000	SetThreadName	1	1	0
712cc58000	TimedWaitEvent	1	1	0
712cc59000	InitializeEvent	1	1	0
712cc5a000	InitializeMutex	1	1	0
712cc5b000	GetCurrentThread	1	1	0
712cc5c000	SendMessageQueue	1	1	0
712cc5d000	FinalizeMultiWait	1	1	0
712cc5e000	InitializeMultiWait	1	1	0
712cc5f000	LinkMultiWaitHolder	1	1	0
712cc60000	ReceiveMessageQueue	1	1	0
712cc61000	FinalizeMessageQueue	1	1	0
712cc62000	GetThreadNamePointer	1	1	0
712cc63000	UnlinkMultiWaitHolder	1	1	0
712cc64000	InitializeMessageQueue	1	1	0
712cc65000	FinalizeMultiWaitHolder	1	1	0
712cc66000	InitializeMultiWaitHolder	1	1	0
712cc67000	WaitAny	1	1	0
712cc68000	LockMutex	1	1	0
712cc69000	Reallocate	1	1	0
712cc6a000	Free	1	1	0
712cc6b000	CreateExpHeap	1	1	0
712cc6c000	FreeToExpHeap	1	1	0
712cc6d000	AllocateFromExpHeap	1	1	0
712cc6e000	InitializeGraphics	1	1	0
712cc6f000	SetGraphicsAllocator	1	1	0
712cc70000	SetGraphicsDevtoolsAllocator	1	1	0
712cc71000	SetCoreMask	1	1	0
712cc72000	SetAllocator	1	1	0
712cc73000	GetThreadPriority	1	1	0
712cc74000	SetRange	1	1	0
712cc75000	Buffer	1	1	0
712cc76000	~Buffer	1	1	0
712cc77000	Decoder	1	1	0
712cc78000	Extractor	1	1	0
712cc79000	Clear	1	1	0
712cc7a000	~Visitor	1	1	0
712cc7b000	MediaData	1	1	0
712cc7c000	MediaData	1	1	0
712cc7d000	~MediaData	1	1	0
712cc7e000	Base	1	1	0
712cc7f000	Size	1	1	0
712cc80000	Offset	1	1	0
712cc81000	Capacity	1	1	0
712cc82000	FindString	1	1	0
712cc83000	Visit	1	1	0
712cc84000	FindInt32	1	1	0
712cc85000	__throw_length_error	1	1	0
