addr	name	size	callers	callees
7100074200	thumb_1c0_x32	304	0	1
7100074330	thumb_1e0_x32	316	0	1
7100074470	thumb_200_x32	308	0	1
71000745b0	thumb_220_x32	316	0	1
71000746f0	thumb_240_x32	296	0	1
7100074820	thumb_260_x32	328	0	0
7100074970	thumb_280_x32	36	0	0
71000749a0	thumb_2a0_x32	32	0	0
71000749c0	thumb_2c0_x4	32	0	0
71000749e0	thumb_2d0_x4	1468	0	1
7100074fa0	thumb_2d4_x4	1628	0	1
7100075600	thumb_2f0_x4	1472	0	1
7100075bc0	thumb_2f4_x4	1608	0	1
7100076210	thumb_300_x32	1532	0	1
7100076810	thumb_320_x32	1500	0	1
7100076df0	thumb_340_x4	364	0	0
7100076f60	thumb_344_x4	368	0	0
71000770d0	thumb_348_x4	364	0	0
7100077240	thumb_34c_x4	368	0	0
71000773b0	thumb_350_x4	364	0	0
7100077520	thumb_354_x4	368	0	0
7100077690	thumb_358_x4	364	0	0
7100077800	thumb_35c_x4	368	0	0
7100077970	thumb_360_x4	380	0	0
7100077af0	thumb_364_x4	380	0	0
7100077c70	thumb_368_x4	376	0	0
7100077df0	thumb_36c_x4	376	0	0
7100077f70	thumb_370_x4	388	0	0
7100078100	thumb_374_x4	388	0	0
7100078290	thumb_37c_x4	48	0	1
71000782c0	thumb_380_x32	368	0	0
7100078430	thumb_3c0_x16	172	0	0
71000784e0	thumb_3d0_x16	176	0	0
7100078590	thumb_3e0_x32	364	0	0
71000789d0	FUN_71000789d0	1088	0	4
7100078e10	FUN_7100078e10	1780	0	4
710007b280	FUN_710007b280	1136	0	1
710007bb50	FUN_710007bb50	1136	0	1
710007c420	FUN_710007c420	1152	0	1
710007c8a0	FUN_710007c8a0	1092	2	0
710007ccf0	FUN_710007ccf0	1060	2	0
710007d120	FUN_710007d120	1060	2	0
710007d550	FUN_710007d550	1060	2	0
710007d980	FUN_710007d980	1000	0	1
710007dd70	FUN_710007dd70	1000	0	1
710007e160	FUN_710007e160	516	1	1
710007e370	FUN_710007e370	584	1	1
710007e5c0	FUN_710007e5c0	564	1	1
710007e800	gba_audio_thread	640	0	18
710007ea80	GbaSystem_ctor	4	1	0
710007ea90	GbaSystem_LoadRom	324	1	15
710007ebe0	FUN_710007ebe0	92	1	5
710007ec40	CPUReset	4	1	0
710007ec50	FUN_710007ec50	44	1	1
710007ec80	gba_run_frame	32	1	2
710007eca0	~SystemEvent	16	0	1
710007ede0	utilLoad_carbon	284	2	7
710007ef00	FUN_710007ef00	24	1	0
710007ef20	FUN_710007ef20	52	1	1
710007ef60	FUN_710007ef60	76	1	1
710007efb0	FUN_710007efb0	24	1	1
710007efd0	FUN_710007efd0	40	1	0
710007f000	FUN_710007f000	160	1	1
710007f0a0	flashSetSize	132	2	1
710007f130	FUN_710007f130	156	3	0
710007f1d0	FUN_710007f1d0	240	3	0
710007f560	FUN_710007f560	24	1	1
710007f580	FUN_710007f580	80	1	0
710007f5d0	FUN_710007f5d0	148	1	1
710007f670	FUN_710007f670	248	3	0
710007f770	FUN_710007f770	744	3	0
710007fab0	rtcEnable	16	1	0
710007fac0	FUN_710007fac0	120	1	0
710007fb40	FUN_710007fb40	1216	1	0
7100080000	FUN_7100080000	24	1	0
7100080020	FUN_7100080020	52	1	0
7100080060	FUN_7100080060	4	1	0
7100080070	FUN_7100080070	4	1	0
7100080080	FUN_7100080080	4	2	0
7100080090	FUN_7100080090	4	3	0
71000800a0	FUN_71000800a0	4	1	0
71000800b0	FUN_71000800b0	4	2	0
71000800c0	FUN_71000800c0	4	1	0
71000800d0	FUN_71000800d0	32	1	1
71000800f0	FUN_71000800f0	944	2	4
71000804a0	FUN_71000804a0	356	2	2
7100080610	FUN_7100080610	196	0	4
71000806e0	FUN_71000806e0	52	1	0
7100080730	FUN_7100080730	260	2	0
7100080840	FUN_7100080840	76	1	0
71000808a0	FUN_71000808a0	372	1	0
7100080a20	FUN_7100080a20	24	1	0
7100080a50	FUN_7100080a50	228	1	0
7100080b40	audio_thread_main	864	0	19
7100080ea0	GbSystem_ctor	76	1	0
7100080ef0	GbSystem_LoadSlotPreviews	3156	1	12
7100081f60	gb_init	256	1	12
7100082060	GbSystem_Shutdown	72	2	3
71000820b0	gb_run_frame	364	1	8
7100082220	GbSystem_SaveState	12	2	1
7100082230	GbSystem_LoadState	80	1	3
7100082280	FUN_7100082280	32	1	4
71000822a0	FUN_71000822a0	44	1	1
7100082330	FUN_7100082330	36	1	0
7100082360	FUN_7100082360	72	2	1
71000823b0	FUN_71000823b0	352	1	4
7100082510	FUN_7100082510	112	0	1
7100082580	FUN_7100082580	40	1	0
71000825b0	FUN_71000825b0	16	0	1
71000825c0	FUN_71000825c0	64	2	0
7100082600	FUN_7100082600	1172	1	1
7100082aa0	FUN_7100082aa0	676	3	3
7100082d50	FUN_7100082d50	1268	1	3
7100083250	FUN_7100083250	100	1	3
71000832c0	FUN_71000832c0	364	0	8
7100083430	GbApu_ctor	112	3	3
71000834a0	GbApu_reset	296	1	1
71000835e0	GbApu_output	160	1	0
7100083680	GbApu_run_until	420	3	3
7100083830	GbApu_end_frame	84	1	1
7100083890	GbApu_write_register	2244	2	1
7100084160	GbApu_read_register	204	1	1
7100084230	FUN_7100084230	28	1	0
7100084250	FUN_7100084250	68	1	0
71000842a0	FUN_71000842a0	64	2	0
71000842e0	FUN_71000842e0	32	1	0
7100084300	FUN_7100084300	116	1	0
71000847e0	FUN_71000847e0	60	2	0
7100084820	FUN_7100084820	28	1	0
7100084b40	FUN_7100084b40	60	2	0
7100084b80	FUN_7100084b80	28	1	0
7100084ef0	FUN_7100084ef0	112	0	1
7100085010	StereoBuffer_set_sample_rate	112	1	1
7100085080	StereoBuffer_clock_rate	84	1	1
7100085120	FUN_7100085120	52	0	1
7100085160	StereoBuffer_end_frame	56	1	0
71000851a0	StereoBuffer_read_samples	524	1	1
71000853e0	gb_service_interrupts	636	1	1
7100085660	FUN_7100085660	92	1	1
71000856c0	gb_key_down	104	1	0
7100085730	gb_key_up	32	1	0
7100085750	FUN_7100085750	172	1	1
7100085800	gb_render_scanline	204	1	6
71000858d0	cgb_render_bg	604	1	0
7100085b30	dmg_render_bg	340	1	0
7100085c90	cgb_render_window	736	1	0
7100085f70	dmg_render_window	364	1	0
71000860e0	cgb_render_sprites	2840	1	1
7100086c00	dmg_render_sprites	1508	1	1
71000871f0	vram_read	100	1	0
7100087260	vram_write	324	1	0
71000873b0	lcd_step	840	1	3
7100087700	video_io_read	436	1	0
71000878c0	video_io_write	1212	2	3
7100087d80	Cartridge_base_ctor	40	6	0
7100087db0	FUN_7100087db0	68	2	1
7100087e00	path_is_nes	352	1	3
7100087f70	path_is_gba	356	1	3
71000880e0	cart_load	2484	1	30
7100088c10	FUN_7100088c10	232	1	6
71000893a0	FUN_71000893a0	140	3	5
7100089480	FUN_7100089480	24	0	2
71000895a0	FUN_71000895a0	252	2	2
71000897e0	FUN_71000897e0	460	1	4
7100089e80	FUN_7100089e80	48	1	3
7100089fe0	FUN_7100089fe0	216	3	6
710008a0f0	__put_character_sequence<char,std::char_traits<char>>	252	2	7
710008a250	FUN_710008a250	356	1	3
710008a3d0	RomOnly_ctor	64	1	1
710008a410	RomOnly_save_sram	16	0	1
710008a420	RomOnly_write	4	0	0
710008a430	RomOnly_read	16	0	0
710008a440	RomOnly_load_sram	4	0	0
710008a450	RomOnly_set_state_path	4	0	0
710008a460	RomOnly_slot3	4	0	0
710008a470	MBC1_ctor	240	1	4
710008a600	MBC1_save_sram	44	0	1
710008a630	MBC1_write	372	0	0
710008a7b0	MBC1_read	188	0	0
710008a870	MBC1_load_sram	124	0	3
710008a910	MBC1_slot3	88	0	2
710008a990	MBC1_set_state_path	8	0	1
710008a9a0	MBC3_ctor	172	1	2
710008aa60	MBC3_save_sram	44	0	1
710008aa90	MBC3_write	636	0	2
710008ad50	FUN_710008ad50	260	1	1
710008ae60	MBC3_read	284	0	0
710008af80	MBC3_load_sram	4	0	0
710008af90	MBC3_slot3	88	0	2
710008b010	MBC3_set_state_path	8	0	1
710008b020	MBC5_ctor	120	1	2
710008b0b0	MBC5_save_sram	44	0	1
710008b0e0	MBC5_write	268	0	0
710008b1f0	MBC5_read	140	0	0
710008b280	MBC5_load_sram	124	0	3
710008b320	MBC5_slot3	88	0	2
710008b3a0	MBC5_set_state_path	8	0	1
710008b3b0	stbi_zlib_compress	4100	1	5
710008c3c0	stbi_write_png_to_mem	2480	1	6
710008cd70	FUN_710008cd70	1212	1	1
710008d230	FUN_710008d230	644	1	3
710008d4c0	gb_write8	356	23	5
710008d630	gb_read8	436	54	5
710008d7f0	gb_read16	48	27	1
710008d820	gb_write16	40	19	1
710008d850	gb_save_state	2204	1	24
710008e210	gb_load_state	788	1	7
710008e5b0	FUN_710008e5b0	364	0	1
710008e780	FUN_710008e780	108	2	1
710008e7f0	gb_cpu_step	128	1	1
710008e870	op_00_NOP_or_illegal	60	0	1
710008e8b0	op_1A_LD_A_mDE	52	0	1
710008e8f0	op_CF_RST_08	68	0	1
710008e940	op_EF_RST_28	68	0	1
710008e990	op_DF_RST_18	68	0	1
710008e9e0	op_FF_RST_38	80	0	1
710008ea30	op_C7_RST_00	64	0	1
710008ea70	op_D7_RST_10	68	0	1
710008eac0	op_E7_RST_20	68	0	1
710008eb10	op_F7_RST_30	68	0	1
710008eb60	op_01_LD_BC_nn	64	0	1
710008eba0	op_02_LD_mBC_A	52	0	1
710008ebe0	op_03_INC_BC	44	0	0
710008ec10	op_04_INC_B	88	0	0
710008ec70	op_05_DEC_B	92	0	0
710008ecd0	op_06_LD_B_n	64	0	1
710008ed10	op_07_RLCA	56	0	0
710008ed50	op_08_LD_mnn_SP	68	0	2
710008eda0	op_09_ADD_HL_BC	96	0	0
710008ee00	op_0A_LD_A_mBC	52	0	1
710008ee40	op_0B_DEC_BC	44	0	0
710008ee70	op_0C_INC_C	88	0	0
710008eed0	op_0D_DEC_C	92	0	0
710008ef30	op_0E_LD_C_n	64	0	1
710008ef70	op_0F_RRCA	56	0	0
710008efb0	op_10_STOP	164	0	2
710008f060	op_11_LD_DE_nn	64	0	1
710008f0a0	op_12_LD_mDE_A	52	0	1
710008f0e0	op_13_INC_DE	44	0	0
710008f110	op_14_INC_D	88	0	0
710008f170	op_15_DEC_D	92	0	0
710008f1d0	op_16_LD_D_n	64	0	1
710008f210	op_17_RLA	64	0	0
710008f250	op_19_ADD_HL_DE	96	0	0
710008f2b0	op_FA_LD_A_mnn	68	0	2
710008f300	op_1B_DEC_DE	44	0	0
710008f330	op_1C_INC_E	88	0	0
710008f390	op_1D_DEC_E	92	0	0
710008f3f0	op_1F_RRA	64	0	0
710008f430	op_20_JR_NZ_e	108	0	1
710008f4a0	op_21_LD_HL_nn	64	0	1
710008f4e0	op_36_LD_mHL_n	72	0	2
710008f530	op_23_INC_HL	44	0	0
710008f560	op_24_INC_H	88	0	0
710008f5c0	op_25_DEC_H	92	0	0
710008f620	op_26_LD_H_n	64	0	1
710008f660	op_27_DAA	160	0	0
710008f700	op_28_JR_Z_e	88	0	1
710008f760	op_29_ADD_HL_HL	92	0	0
710008f7c0	op_2A_LD_A_mHLi	60	0	1
710008f800	op_2B_DEC_HL	44	0	0
710008f830	op_2C_INC_L	88	0	0
710008f890	op_2D_DEC_L	92	0	0
710008f8f0	op_2E_LD_L_n	64	0	1
710008f930	op_2F_CPL	56	0	0
710008f970	op_30_JR_NC_e	108	0	1
710008f9e0	op_31_LD_SP_nn	64	0	1
710008fa20	op_32_LD_mHLd_A	60	0	1
710008fa60	op_22_LD_mHLi_A	60	0	1
710008faa0	op_33_INC_SP	44	0	0
710008fad0	op_34_INC_mHL	104	0	2
710008fb40	op_35_DEC_mHL	108	0	2
710008fbb0	op_37_SCF	48	0	0
710008fbe0	op_38_JR_C_e	108	0	1
710008fc50	op_D2_JP_NC_nn	84	0	1
710008fcb0	op_DA_JP_C_nn	84	0	1
710008fd10	op_39_ADD_HL_SP	96	0	0
710008fd70	op_3A_LD_A_mHLd	60	0	1
710008fdb0	op_3B_DEC_SP	44	0	0
710008fde0	op_E8_ADD_SP_e	100	0	1
710008fe50	op_F8_LD_HL_SPe	100	0	1
710008fec0	op_F2_LD_A_mFFC	56	0	1
710008ff00	op_3C_INC_A	88	0	0
710008ff60	op_3D_DEC_A	92	0	0
710008ffc0	op_3E_LD_A_n	64	0	1
7100090000	op_3F_CCF	48	0	0
7100090030	op_40_LD_B_B	24	0	0
7100090050	op_41_LD_B_C	40	0	0
7100090080	op_42_LD_B_D	40	0	0
71000900b0	op_43_LD_B_E	40	0	0
71000900e0	op_44_LD_B_H	40	0	0
7100090110	op_45_LD_B_L	40	0	0
7100090140	op_46_LD_B_mHL	52	0	1
7100090180	op_47_LD_B_A	40	0	0
71000901b0	op_48_LD_C_B	40	0	0
71000901e0	op_49_LD_C_C	24	0	0
7100090200	op_4A_LD_C_D	40	0	0
7100090230	op_4B_LD_C_E	40	0	0
7100090260	op_4C_LD_C_H	40	0	0
7100090290	op_4D_LD_C_L	40	0	0
71000902c0	op_4E_LD_C_mHL	52	0	1
7100090300	op_4F_LD_C_A	40	0	0
7100090330	op_C5_PUSH_BC	60	0	1
7100090370	op_F5_PUSH_AF	60	0	1
71000903b0	op_E5_PUSH_HL	60	0	1
71000903f0	op_D5_PUSH_DE	60	0	1
7100090430	op_50_LD_D_B	40	0	0
7100090460	op_51_LD_D_C	40	0	0
7100090490	op_52_LD_D_D	24	0	0
71000904b0	op_53_LD_D_E	40	0	0
71000904e0	op_54_LD_D_H	40	0	0
7100090510	op_55_LD_D_L	40	0	0
7100090540	op_56_LD_D_mHL	52	0	1
7100090580	op_57_LD_D_A	40	0	0
71000905b0	op_58_LD_E_B	40	0	0
71000905e0	op_59_LD_E_C	40	0	0
7100090610	op_5A_LD_E_D	40	0	0
7100090640	op_5B_LD_E_E	24	0	0
7100090660	op_5C_LD_E_H	40	0	0
7100090690	op_5D_LD_E_L	40	0	0
71000906c0	op_5E_LD_E_mHL	52	0	1
7100090700	op_5F_LD_E_A	40	0	0
7100090730	op_60_LD_H_B	40	0	0
7100090760	op_61_LD_H_C	40	0	0
7100090790	op_62_LD_H_D	40	0	0
71000907c0	op_63_LD_H_E	40	0	0
71000907f0	op_64_LD_H_H	24	0	0
7100090810	op_65_LD_H_L	40	0	0
7100090840	op_66_LD_H_mHL	52	0	1
7100090880	op_67_LD_H_A	40	0	0
71000908b0	op_68_LD_L_B	40	0	0
71000908e0	op_69_LD_L_C	40	0	0
7100090910	op_6A_LD_L_D	40	0	0
7100090940	op_6B_LD_L_E	40	0	0
7100090970	op_6C_LD_L_H	40	0	0
71000909a0	op_6D_LD_L_L	24	0	0
71000909c0	op_6E_LD_L_mHL	52	0	1
7100090a00	op_6F_LD_L_A	40	0	0
7100090a30	op_70_LD_mHL_B	52	0	1
7100090a70	op_71_LD_mHL_C	52	0	1
7100090ab0	op_72_LD_mHL_D	52	0	1
7100090af0	op_73_LD_mHL_E	52	0	1
7100090b30	op_74_LD_mHL_H	52	0	1
7100090b70	op_75_LD_mHL_L	52	0	1
7100090bb0	op_76_HALT	40	0	0
7100090be0	op_77_LD_mHL_A	52	0	1
7100090c20	op_78_LD_A_B	40	0	0
7100090c50	op_79_LD_A_C	40	0	0
7100090c80	op_7A_LD_A_D	40	0	0
7100090cb0	op_7B_LD_A_E	40	0	0
7100090ce0	op_EA_LD_mnn_A	68	0	2
7100090d30	op_7C_LD_A_H	40	0	0
7100090d60	op_7D_LD_A_L	40	0	0
7100090d90	op_7E_LD_A_mHL	52	0	1
7100090dd0	op_7F_LD_A_A	24	0	0
7100090df0	op_80_ADD_A_B	100	0	0
7100090e60	op_81_ADD_A_C	100	0	0
7100090ed0	op_82_ADD_A_D	100	0	0
7100090f40	op_83_ADD_A_E	100	0	0
7100090fb0	op_84_ADD_A_H	100	0	0
7100091020	op_85_ADD_A_L	100	0	0
7100091090	op_86_ADD_A_mHL	124	0	1
7100091110	op_87_ADD_A_A	84	0	0
7100091170	op_88_ADC_A_B	100	0	0
71000911e0	op_89_ADC_A_C	100	0	0
7100091250	op_8A_ADC_A_D	100	0	0
71000912c0	op_8B_ADC_A_E	100	0	0
7100091330	op_8C_ADC_A_H	100	0	0
71000913a0	op_8D_ADC_A_L	100	0	0
7100091410	op_8E_ADC_A_mHL	112	0	1
7100091480	op_8F_ADC_A_A	84	0	0
71000914e0	op_90_SUB_B	96	0	0
7100091540	op_91_SUB_C	96	0	0
71000915a0	op_92_SUB_D	96	0	0
7100091600	op_93_SUB_E	96	0	0
7100091660	op_94_SUB_H	96	0	0
71000916c0	op_95_SUB_L	96	0	0
7100091720	op_96_SUB_mHL	108	0	1
7100091790	op_97_SUB_A	40	0	0
71000917c0	op_98_SBC_A_B	108	0	0
7100091830	op_DE_SBC_A_n	132	0	1
71000918c0	op_99_SBC_A_C	108	0	0
7100091930	op_9A_SBC_A_D	108	0	0
71000919a0	op_9B_SBC_A_E	108	0	0
7100091a10	op_9F_SBC_A_A	92	0	0
7100091a70	op_9D_SBC_A_L	108	0	0
7100091ae0	op_9C_SBC_A_H	108	0	0
7100091b50	op_9E_SBC_A_mHL	120	0	1
7100091bd0	op_BE_CP_mHL	104	0	1
7100091c40	op_FE_CP_n	116	0	1
7100091cc0	op_B8_CP_B	92	0	0
7100091d20	op_B9_CP_C	92	0	0
7100091d80	op_BA_CP_D	92	0	0
7100091de0	op_BB_CP_E	92	0	0
7100091e40	op_BC_CP_H	92	0	0
7100091ea0	op_BD_CP_L	92	0	0
7100091f00	op_BF_CP_A	40	0	0
7100091f30	op_AF_XOR_A	40	0	0
7100091f60	op_AD_XOR_L	64	0	0
7100091fa0	op_AC_XOR_H	64	0	0
7100091fe0	op_AE_XOR_mHL	76	0	1
7100092030	op_A8_XOR_B	64	0	0
7100092070	op_A9_XOR_C	64	0	0
71000920b0	op_AA_XOR_D	64	0	0
71000920f0	op_AB_XOR_E	64	0	0
7100092130	op_EE_XOR_n	88	0	1
7100092190	op_CB_CB_prefix	6216	0	2
71000939e0	op_E2_LD_mFFC_A	56	0	1
7100093a20	op_E0_LDH_mn_A	72	0	2
7100093a70	op_F0_LDH_A_mn	72	0	1
7100093ac0	op_1E_LD_E_n	64	0	1
7100093b00	op_CD_CALL_nn	88	0	2
7100093b60	op_CC_CALL_Z_nn	112	0	2
7100093bd0	op_D4_CALL_NC_nn	112	0	2
7100093c40	op_DC_CALL_C_nn	112	0	2
7100093cb0	op_C1_POP_BC	64	0	1
7100093cf0	op_D1_POP_DE	64	0	1
7100093d30	op_F1_POP_AF	68	0	1
7100093d80	op_E1_POP_HL	64	0	1
7100093dc0	op_C9_RET	64	0	1
7100093e00	op_18_JR_e	64	0	1
7100093e40	op_D9_RETI	4	0	1
7100093e50	op_C3_JP_nn	52	0	1
7100093e90	op_E9_JP_HL	40	0	0
7100093ec0	op_F3_DI	52	0	0
7100093f00	op_E6_AND_n	92	0	1
7100093f60	op_B0_OR_B	64	0	0
7100093fa0	op_B1_OR_C	64	0	0
7100093fe0	op_B2_OR_D	64	0	0
7100094020	op_B3_OR_E	64	0	0
7100094060	op_B5_OR_L	64	0	0
71000940a0	op_B4_OR_H	64	0	0
71000940e0	op_B7_OR_A	52	0	0
7100094120	op_B6_OR_mHL	76	0	1
7100094170	op_F9_LD_SP_HL	40	0	0
71000941a0	op_C4_CALL_NZ_nn	112	0	2
7100094210	op_F6_OR_n	88	0	1
7100094270	op_FB_EI	52	0	0
71000942b0	op_A4_AND_H	68	0	0
7100094300	op_A5_AND_L	68	0	0
7100094350	op_A6_AND_mHL	80	0	1
71000943a0	op_A1_AND_C	68	0	0
71000943f0	op_A2_AND_D	68	0	0
7100094440	op_A3_AND_E	68	0	0
7100094490	op_A0_AND_B	68	0	0
71000944e0	op_A7_AND_A	56	0	0
7100094520	op_C0_RET_NZ	84	0	1
7100094580	op_D0_RET_NC	84	0	1
71000945e0	op_D8_RET_C	84	0	1
7100094640	op_C8_RET_Z	84	0	1
71000946a0	op_CA_JP_Z_nn	84	0	1
7100094700	op_C2_JP_NZ_nn	84	0	1
7100094760	op_CE_ADC_A_n	124	0	1
71000947e0	op_C6_ADD_A_n	124	0	1
7100094860	op_D6_SUB_n	120	0	1
71000948e0	gb_timer_step	208	1	0
71000949b0	timer_write	104	2	0
7100094a20	timer_read	112	1	0
7100094a90	wram_write	108	1	0
7100094b00	wram_read	96	3	0
7100094b60	FUN_7100094b60	36	1	1
7100094bf0	FUN_7100094bf0	340	2	4
7100094d50	FUN_7100094d50	228	0	1
7100094ec0	FUN_7100094ec0	1240	0	5
71000953c0	FUN_71000953c0	628	1	3
7100095640	FUN_7100095640	88	3	0
71000956a0	FUN_71000956a0	480	2	8
7100095880	FUN_7100095880	268	2	5
7100095990	FUN_7100095990	156	0	1
7100095a60	FUN_7100095a60	304	1	8
7100095cc0	FUN_7100095cc0	192	1	2
7100095d80	FUN_7100095d80	80	0	1
7100095dd0	FUN_7100095dd0	152	2	0
7100095e70	FUN_7100095e70	88	1	0
7100095ed0	FUN_7100095ed0	40	2	0
7100095f00	FUN_7100095f00	268	2	0
7100096010	FUN_7100096010	140	1	0
71000960a0	FUN_71000960a0	76	1	0
71000960f0	FUN_71000960f0	28	1	0
7100096130	FUN_7100096130	36	1	0
7100096160	FUN_7100096160	88	1	0
71000961c0	FUN_71000961c0	136	1	0
7100096250	FUN_7100096250	816	1	0
7100096580	FUN_7100096580	52	1	0
71000965c0	FUN_71000965c0	504	1	0
71000967c0	FUN_71000967c0	48	1	0
71000967f0	FUN_71000967f0	236	1	1
71000968e0	FUN_71000968e0	316	1	1
7100096a20	FUN_7100096a20	760	1	1
7100096d20	FUN_7100096d20	492	1	0
7100096f10	FUN_7100096f10	16	3	0
7100096f20	FUN_7100096f20	504	1	0
7100097120	FUN_7100097120	4	1	0
7100097130	FUN_7100097130	72	1	2
71000974b0	Renderer_ctor	68	1	2
7100097520	gb_present_frame	672	1	4
71000977f0	gba_present_frame	244	1	4
7100097920	FUN_7100097920	4	1	0
7100097930	Renderer_DrawMainMenu	1428	1	6
7100097f70	Renderer_Init	4092	1	21
7100099430	FUN_7100099430	20	1	1
7100099450	Renderer_DrawExtrasMenu	1736	1	13
7100099c30	Renderer_DrawMainMenu	4	1	0
7100099c40	Renderer_DrawMenuBackground	1296	2	6
710009a1d0	Renderer_BeginFrame	20	1	0
710009a1f0	Renderer_EndFrame	28	1	1
710009a210	FUN_710009a210	832	1	3
710009a550	FUN_710009a550	8	1	0
710009a560	Renderer_DrawPauseMenu	3376	1	9
710009b3c0	FUN_710009b3c0	8	1	0
710009b3d0	FUN_710009b3d0	228	3	1
710009b4c0	FUN_710009b4c0	120	0	2
710009b540	Graphics_InitEGL	272	1	13
710009b650	Graphics_Swap	16	3	1
710009b6a0	FUN_710009b6a0	232	7	8
710009b850	FUN_710009b850	240	1	9
710009b940	malloc	120	18	5
710009b9d0	free	280	30	7
710009bb00	calloc	168	0	6
710009bbc0	realloc	132	3	5
710009bc60	aligned_alloc	132	4	5
710009bd00	operator.new	124	6	5
710009bda0	operator.new[]	4	1	0
710009bdb0	operator.new	4	28	0
710009bdc0	operator.new[]	4	13	0
710009bdd0	operator.delete	272	83	7
710009bf00	operator.delete[]	4	23	0
710009bf10	nninitStartup	64	0	2
710009bf50	MoviePlayer_Play	3232	1	39
710009cc20	FUN_710009cc20	604	1	10
710009ce90	FUN_710009ce90	332	1	4
710009cff0	FUN_710009cff0	1372	1	13
710009d590	FUN_710009d590	140	1	3
710009d640	FUN_710009d640	800	1	22
710009d960	FUN_710009d960	248	1	7
710009da70	FUN_710009da70	244	1	7
710009db80	FUN_710009db80	244	1	7
710009f180	FUN_710009f180	72	1	5
710009f1d0	FUN_710009f1d0	44	1	1
710009f200	FUN_710009f200	352	1	7
710009f450	FUN_710009f450	220	2	8
710009f530	MenuSound_LoadAll	540	1	4
710009f750	MenuAudio_Init	1628	1	31
710009fe10	Input_Init	80	1	5
710009fe60	Input_Update	392	2	3
710009fff0	FUN_710009fff0	416	1	1
71000a0190	FUN_71000a0190	620	1	4
71000a0400	FUN_71000a0400	52	0	2
71000a0440	nnMain	364	0	20
71000a05b0	FUN_71000a05b0	4	2	0
71000a05c0	FUN_71000a05c0	12	1	0
71000a05d0	Artwork_LoadTextures	1396	1	2
71000a0ca0	Artwork_Select	348	1	8
71000a0e00	Artwork_Draw	1284	1	10
71000a1330	GameDef_ctor	180	1	2
71000a1720	GameDef_Load	2952	1	10
71000a2330	FUN_71000a2330	12	1	1
71000a2340	GameDef_GetTitleCount	20	2	0
71000a2360	FUN_71000a2360	224	3	6
71000a2450	FUN_71000a2450	12	1	1
71000a2460	FUN_71000a2460	12	1	1
71000a2470	FUN_71000a2470	440	1	7
71000a2630	FUN_71000a2630	132	3	1
71000a2750	FUN_71000a2750	72	1	5
71000a27a0	FUN_71000a27a0	44	1	1
71000a27d0	FUN_71000a27d0	132	2	1
71000a2860	FUN_71000a2860	66512	1	1
71000b2c30	FUN_71000b2c30	44	1	3
71000b2c60	FUN_71000b2c60	102044	1	5
71000cbb00	FUN_71000cbb00	732	1	1
71000cbde0	FUN_71000cbde0	372	1	1
71000cbf60	FUN_71000cbf60	2244	1	1
71000cc830	FUN_71000cc830	672	1	6
71000ccad0	FUN_71000ccad0	84	1	0
71000ccb30	FUN_71000ccb30	72	0	1
71000ccb80	TextRenderer_Init	1528	1	4
71000cd180	Font_Load	556	1	9
71000cd3b0	FUN_71000cd3b0	272	1	5
71000cd4c0	FUN_71000cd4c0	8	3	0
71000cd4d0	FUN_71000cd4d0	684	3	0
71000cd780	FUN_71000cd780	124	3	1
71000cd800	FUN_71000cd800	384	1	1
71000cd9a0	FUN_71000cd9a0	72	1	5
71000cd9f0	FUN_71000cd9f0	44	1	1
71000cda20	FUN_71000cda20	32	1	1
71000cda40	FUN_71000cda40	284	1	5
71000cdb60	FUN_71000cdb60	492	1	4
71000cdd50	FUN_71000cdd50	6348	1	4
71000cf620	FUN_71000cf620	128	1	2
71000cf6a0	FUN_71000cf6a0	1836	1	14
71000d01e0	FUN_71000d01e0	56	4	1
71000d0220	ResourceManager_LoadTexture	268	4	5
71000d0330	ResourceManager_GetTexture	92	9	1
71000d0390	FUN_71000d0390	204	1	4
71000d04b0	~stringstream	128	0	4
71000d0530	FUN_71000d0530	260	1	5
71000d0640	FUN_71000d0640	32	1	1
71000d0680	FUN_71000d0680	26568	1	23
71000d6e50	FUN_71000d6e50	984	1	0
71000d7230	FUN_71000d7230	3268	1	8
71000d7f00	FUN_71000d7f00	3980	2	3
71000d9240	FUN_71000d9240	200	1	0
71000d93c0	FUN_71000d93c0	4972	2	1
71000da730	FUN_71000da730	68	2	0
71000da780	FUN_71000da780	144	2	0
71000da810	FUN_71000da810	1356	1	1
71000dad60	FUN_71000dad60	16252	1	3
71000dece0	FUN_71000dece0	8	1	0
71000deec0	FUN_71000deec0	3284	1	0
71000dfba0	FUN_71000dfba0	1088	2	0
71000dffe0	FUN_71000dffe0	5952	1	8
71000e1720	FUN_71000e1720	2292	1	2
71000e2020	FUN_71000e2020	2316	1	2
71000e2930	FUN_71000e2930	488	2	0
71000e2b20	FUN_71000e2b20	6144	1	2
71000e4320	FUN_71000e4320	548	2	0
71000e4550	FUN_71000e4550	2460	1	1
71000e4ef0	FUN_71000e4ef0	5124	1	5
71000e6300	FUN_71000e6300	2128	1	0
71000e6b50	FUN_71000e6b50	300	2	1
71000e6c80	FUN_71000e6c80	544	1	0
71000e6ea0	FUN_71000e6ea0	684	1	0
71000e7150	FUN_71000e7150	1140	1	1
71000e75d0	FUN_71000e75d0	164	1	2
71000e7680	FUN_71000e7680	212	1	2
71000e7760	FUN_71000e7760	388	1	0
